area;v2;t2;t1;t;zipy
Parcel-/rækkehus;2605 Brøndby;26;12;17;260511
Parcel-/rækkehus;2610 Rødovre;55;56;36;261011
Parcel-/rækkehus;2620 Albertslund;17;12;18;262011
Parcel-/rækkehus;2625 Vallensbæk;9;14;7;262511
Parcel-/rækkehus;2630 Taastrup;48;37;30;263011
Parcel-/rækkehus;2635 Ishøj;15;18;14;263511
Parcel-/rækkehus;2640 Hedehusene;18;15;19;264011
Parcel-/rækkehus;2650 Hvidovre;73;84;48;265011
Parcel-/rækkehus;2660 Brøndby Strand;9;12;9;266011
Parcel-/rækkehus;2665 Vallensbæk Strand;18;15;16;266511
Parcel-/rækkehus;2670 Greve;60;65;54;267011
Parcel-/rækkehus;2680 Solrød Strand;21;24;26;268011
Parcel-/rækkehus;2690 Karlslunde;25;18;16;269011
Parcel-/rækkehus;2700 Brønshøj;49;32;35;270011
Parcel-/rækkehus;2720 Vanløse;27;25;16;272011
Parcel-/rækkehus;2730 Herlev;47;37;35;273011
Parcel-/rækkehus;2740 Skovlunde;10;18;14;274011
Parcel-/rækkehus;2750 Ballerup;28;36;17;275011
Parcel-/rækkehus;2760 Måløv;11;8;3;276011
Parcel-/rækkehus;2765 Smørum;23;32;12;276511
Parcel-/rækkehus;2770 Kastrup;52;66;57;277011
Parcel-/rækkehus;2791 Dragør;39;48;18;279111
Parcel-/rækkehus;2800 Kgs.Lyngby;47;67;23;280011
Parcel-/rækkehus;2820 Gentofte;32;26;25;282011
Parcel-/rækkehus;2830 Virum;47;55;33;283011
Parcel-/rækkehus;2840 Holte;40;38;28;284011
Parcel-/rækkehus;2850 Nærum;7;6;10;285011
Parcel-/rækkehus;2860 Søborg;25;34;30;286011
Parcel-/rækkehus;2870 Dyssegård;11;11;7;287011
Parcel-/rækkehus;2880 Bagsværd;28;26;13;288011
Parcel-/rækkehus;2900 Hellerup;22;27;24;290011
Parcel-/rækkehus;2920 Charlottenlund;43;29;16;292011
Parcel-/rækkehus;2930 Klampenborg;6;12;9;293011
Parcel-/rækkehus;2942 Skodsborg;2;1;1;294211
Parcel-/rækkehus;2950 Vedbæk;14;13;16;295011
Parcel-/rækkehus;2960 Rungsted Kyst;8;16;9;296011
Parcel-/rækkehus;2970 Hørsholm;49;38;21;297011
Parcel-/rækkehus;2980 Kokkedal;30;17;21;298011
Parcel-/rækkehus;2990 Nivå;7;19;9;299011
Parcel-/rækkehus;3000 Helsingør;31;35;25;300011
Parcel-/rækkehus;3050 Humlebæk;16;12;7;305011
Parcel-/rækkehus;3060 Espergærde;24;28;20;306011
Parcel-/rækkehus;3070 Snekkersten;4;6;7;307011
Parcel-/rækkehus;3080 Tikøb;2;3;4;308011
Parcel-/rækkehus;3100 Hornbæk;4;8;5;310011
Parcel-/rækkehus;3120 Dronningmølle;3;2;3;312011
Parcel-/rækkehus;3140 Ålsgårde;11;15;6;314011
Parcel-/rækkehus;3150 Hellebæk;1;0;1;315011
Parcel-/rækkehus;3200 Helsinge;34;22;24;320011
Parcel-/rækkehus;3210 Vejby;4;4;0;321011
Parcel-/rækkehus;3220 Tisvildeleje;2;3;2;322011
Parcel-/rækkehus;3230 Græsted;14;22;17;323011
Parcel-/rækkehus;3250 Gilleleje;8;15;15;325011
Parcel-/rækkehus;3300 Frederiksværk;27;17;15;330011
Parcel-/rækkehus;3310 Ølsted;6;5;2;331011
Parcel-/rækkehus;3320 Skævinge;7;13;7;332011
Parcel-/rækkehus;3330 Gørløse;3;1;3;333011
Parcel-/rækkehus;3360 Liseleje;0;2;3;336011
Parcel-/rækkehus;3370 Melby;2;3;2;337011
Parcel-/rækkehus;3390 Hundested;22;16;21;339011
Parcel-/rækkehus;3400 Hillerød;49;50;42;340011
Parcel-/rækkehus;3450 Allerød;51;31;17;345011
Parcel-/rækkehus;3460 Birkerød;25;36;43;346011
Parcel-/rækkehus;3480 Fredensborg;25;20;23;348011
Parcel-/rækkehus;3490 Kvistgård;1;3;2;349011
Parcel-/rækkehus;3500 Værløse;36;43;28;350011
Parcel-/rækkehus;3520 Farum;32;34;22;352011
Parcel-/rækkehus;3540 Lynge;6;8;5;354011
Parcel-/rækkehus;3550 Slangerup;13;18;17;355011
Parcel-/rækkehus;3600 Frederikssund;31;45;19;360011
Parcel-/rækkehus;3630 Jægerspris;4;10;13;363011
Parcel-/rækkehus;3650 Ølstykke;42;41;27;365011
Parcel-/rækkehus;3660 Stenløse;21;14;23;366011
Parcel-/rækkehus;3670 Veksø Sjælland;6;3;3;367011
Parcel-/rækkehus;3700 Rønne;50;61;61;370011
Parcel-/rækkehus;3720 Aakirkeby;8;14;7;372011
Parcel-/rækkehus;3730 Nexø;22;15;14;373011
Parcel-/rækkehus;3740 Svaneke;6;9;5;374011
Parcel-/rækkehus;3751 Østermarie;6;1;1;375111
Parcel-/rækkehus;3760 Gudhjem;3;7;4;376011
Parcel-/rækkehus;3770 Allinge;8;12;6;377011
Parcel-/rækkehus;3782 Klemensker;4;2;6;378211
Parcel-/rækkehus;3790 Hasle;5;4;5;379011
Parcel-/rækkehus;4000 Roskilde;101;91;96;400011
Parcel-/rækkehus;4030 Tune;7;16;9;403011
Parcel-/rækkehus;4040 Jyllinge;19;14;15;404011
Parcel-/rækkehus;4050 Skibby;4;7;10;405011
Parcel-/rækkehus;4060 Kirke Såby;9;8;7;406011
Parcel-/rækkehus;4070 Kirke Hyllinge;15;16;12;407011
Parcel-/rækkehus;4100 Ringsted;51;66;36;410011
Parcel-/rækkehus;4130 Viby Sjælland;6;10;11;413011
Parcel-/rækkehus;4140 Borup;15;5;7;414011
Parcel-/rækkehus;4160 Herlufmagle;9;4;4;416011
Parcel-/rækkehus;4171 Glumsø;4;4;4;417111
Parcel-/rækkehus;4173 Fjenneslev;1;3;6;417311
Parcel-/rækkehus;4174 Jystrup Midtsj;2;2;0;417411
Parcel-/rækkehus;4180 Sorø;17;26;23;418011
Parcel-/rækkehus;4190 Munke Bjergby;1;1;0;419011
Parcel-/rækkehus;4200 Slagelse;67;51;33;420011
Parcel-/rækkehus;4220 Korsør;20;28;20;422011
Parcel-/rækkehus;4230 Skælskør;15;15;8;423011
Parcel-/rækkehus;4241 Vemmelev;8;9;4;424111
Parcel-/rækkehus;4242 Boeslunde;0;3;2;424211
Parcel-/rækkehus;4243 Rude;0;4;0;424311
Parcel-/rækkehus;4250 Fuglebjerg;3;15;4;425011
Parcel-/rækkehus;4261 Dalmose;7;5;5;426111
Parcel-/rækkehus;4262 Sandved;4;5;2;426211
Parcel-/rækkehus;4270 Høng;7;11;11;427011
Parcel-/rækkehus;4281 Gørlev;4;9;5;428111
Parcel-/rækkehus;4291 Ruds Vedby;4;2;4;429111
Parcel-/rækkehus;4293 Dianalund;8;11;8;429311
Parcel-/rækkehus;4295 Stenlille;4;7;4;429511
Parcel-/rækkehus;4296 Nyrup;0;3;0;429611
Parcel-/rækkehus;4300 Holbæk;46;44;41;430011
Parcel-/rækkehus;4320 Lejre;8;8;9;432011
Parcel-/rækkehus;4330 Hvalsø;8;13;2;433011
Parcel-/rækkehus;4340 Tølløse;12;5;11;434011
Parcel-/rækkehus;4350 Ugerløse;1;2;3;435011
Parcel-/rækkehus;4360 Kirke Eskilstrup;0;5;1;436011
Parcel-/rækkehus;4370 Store Merløse;3;1;1;437011
Parcel-/rækkehus;4390 Vipperød;5;6;5;439011
Parcel-/rækkehus;4400 Kalundborg;33;41;37;440011
Parcel-/rækkehus;4420 Regstrup;5;6;4;442011
Parcel-/rækkehus;4440 Mørkøv;9;6;5;444011
Parcel-/rækkehus;4450 Jyderup;12;12;9;445011
Parcel-/rækkehus;4460 Snertinge;4;2;5;446011
Parcel-/rækkehus;4470 Svebølle;6;5;7;447011
Parcel-/rækkehus;4480 Store Fuglede;0;4;0;448011
Parcel-/rækkehus;4490 Jerslev Sjælland;3;6;3;449011
Parcel-/rækkehus;4500 Nykøbing Sj;12;15;14;450011
Parcel-/rækkehus;4520 Svinninge;7;9;6;452011
Parcel-/rækkehus;4532 Gislinge;4;4;6;453211
Parcel-/rækkehus;4534 Hørve;3;3;3;453411
Parcel-/rækkehus;4540 Fårevejle;8;2;5;454011
Parcel-/rækkehus;4550 Asnæs;10;7;5;455011
Parcel-/rækkehus;4560 Vig;6;4;0;456011
Parcel-/rækkehus;4571 Grevinge;2;5;1;457111
Parcel-/rækkehus;4572 Nørre Asmindrup;2;0;1;457211
Parcel-/rækkehus;4573 Højby;2;4;1;457311
Parcel-/rækkehus;4581 Rørvig;4;6;2;458111
Parcel-/rækkehus;4583 Sjællands Odde;1;0;2;458311
Parcel-/rækkehus;4591 Føllenslev;1;4;2;459111
Parcel-/rækkehus;4592 Sejerø;0;2;1;459211
Parcel-/rækkehus;4593 Eskebjerg;2;0;2;459311
Parcel-/rækkehus;4600 Køge;51;56;34;460011
Parcel-/rækkehus;4621 Gadstrup;12;8;2;462111
Parcel-/rækkehus;4622 Havdrup;9;10;8;462211
Parcel-/rækkehus;4623 Lille Skensved;7;10;8;462311
Parcel-/rækkehus;4632 Bjæverskov;8;2;4;463211
Parcel-/rækkehus;4640 Faxe;10;10;3;464011
Parcel-/rækkehus;4652 Hårlev;5;8;6;465211
Parcel-/rækkehus;4653 Karise;6;3;3;465311
Parcel-/rækkehus;4654 Faxe Ladeplads;2;5;0;465411
Parcel-/rækkehus;4660 Store Heddinge;6;11;14;466011
Parcel-/rækkehus;4671 Strøby;1;3;1;467111
Parcel-/rækkehus;4672 Klippinge;2;0;1;467211
Parcel-/rækkehus;4673 Rødvig Stevns;4;3;2;467311
Parcel-/rækkehus;4681 Herfølge;7;11;4;468111
Parcel-/rækkehus;4682 Tureby;3;2;5;468211
Parcel-/rækkehus;4683 Rønnede;4;8;3;468311
Parcel-/rækkehus;4684 Holmegaard;19;16;11;468411
Parcel-/rækkehus;4690 Haslev;19;35;31;469011
Parcel-/rækkehus;4700 Næstved;78;73;67;470011
Parcel-/rækkehus;4720 Præstø;12;18;5;472011
Parcel-/rækkehus;4733 Tappernøje;5;8;8;473311
Parcel-/rækkehus;4735 Mern;3;1;0;473511
Parcel-/rækkehus;4736 Karrebæksminde;5;3;0;473611
Parcel-/rækkehus;4750 Lundby;7;6;3;475011
Parcel-/rækkehus;4760 Vordingborg;26;26;23;476011
Parcel-/rækkehus;4771 Kalvehave;2;5;1;477111
Parcel-/rækkehus;4772 Langebæk;1;2;2;477211
Parcel-/rækkehus;4773 Stensved;4;7;1;477311
Parcel-/rækkehus;4780 Stege;14;13;11;478011
Parcel-/rækkehus;4791 Borre;2;1;0;479111
Parcel-/rækkehus;4792 Askeby;3;5;2;479211
Parcel-/rækkehus;4793 Bogø By;3;0;2;479311
Parcel-/rækkehus;4800 Nykøbing F;35;45;41;480011
Parcel-/rækkehus;4840 Nørre Alslev;10;9;9;484011
Parcel-/rækkehus;4850 Stubbekøbing;6;9;5;485011
Parcel-/rækkehus;4862 Guldborg;2;0;7;486211
Parcel-/rækkehus;4863 Eskilstrup;4;4;2;486311
Parcel-/rækkehus;4871 Horbelev;5;2;2;487111
Parcel-/rækkehus;4872 Idestrup;3;0;1;487211
Parcel-/rækkehus;4873 Væggerløse;5;6;2;487311
Parcel-/rækkehus;4874 Gedser;7;4;2;487411
Parcel-/rækkehus;4880 Nysted;3;4;2;488011
Parcel-/rækkehus;4891 Toreby L;9;1;1;489111
Parcel-/rækkehus;4892 Kettinge;5;2;5;489211
Parcel-/rækkehus;4894 Øster Ulslev;0;3;1;489411
Parcel-/rækkehus;4895 Errindlev;1;1;2;489511
Parcel-/rækkehus;4900 Nakskov;28;23;19;490011
Parcel-/rækkehus;4912 Harpelunde;1;2;2;491211
Parcel-/rækkehus;4913 Horslunde;6;7;6;491311
Parcel-/rækkehus;4920 Søllested;4;7;3;492011
Parcel-/rækkehus;4930 Maribo;21;17;11;493011
Parcel-/rækkehus;4941 Bandholm;2;3;1;494111
Parcel-/rækkehus;4943 Torrig L;3;2;1;494311
Parcel-/rækkehus;4944 Fejø;2;1;4;494411
Parcel-/rækkehus;4951 Nørreballe;3;1;1;495111
Parcel-/rækkehus;4952 Stokkemarke;2;0;1;495211
Parcel-/rækkehus;4953 Vesterborg;2;1;0;495311
Parcel-/rækkehus;4960 Holeby;3;3;5;496011
Parcel-/rækkehus;4970 Rødby;11;10;10;497011
Parcel-/rækkehus;4983 Dannemare;0;3;1;498311
Parcel-/rækkehus;4990 Sakskøbing;14;11;13;499011
Parcel-/rækkehus;5000 Odense C;34;34;25;500011
Parcel-/rækkehus;5200 Odense V;16;4;9;520011
Parcel-/rækkehus;5210 Odense NV;27;42;36;521011
Parcel-/rækkehus;5220 Odense SØ;18;25;17;522011
Parcel-/rækkehus;5230 Odense M;29;30;29;523011
Parcel-/rækkehus;5240 Odense NØ;12;8;5;524011
Parcel-/rækkehus;5250 Odense SV;53;49;47;525011
Parcel-/rækkehus;5260 Odense S;31;33;23;526011
Parcel-/rækkehus;5270 Odense N;32;44;33;527011
Parcel-/rækkehus;5290 Marslev;0;2;1;529011
Parcel-/rækkehus;5300 Kerteminde;9;13;9;530011
Parcel-/rækkehus;5320 Agedrup;9;6;2;532011
Parcel-/rækkehus;5330 Munkebo;7;12;8;533011
Parcel-/rækkehus;5350 Rynkeby;0;1;2;535011
Parcel-/rækkehus;5370 Mesinge;2;0;1;537011
Parcel-/rækkehus;5380 Dalby;0;1;1;538011
Parcel-/rækkehus;5390 Martofte;0;1;2;539011
Parcel-/rækkehus;5400 Bogense;8;9;10;540011
Parcel-/rækkehus;5450 Otterup;29;16;17;545011
Parcel-/rækkehus;5462 Morud;3;0;5;546211
Parcel-/rækkehus;5463 Harndrup;3;3;0;546311
Parcel-/rækkehus;5464 Brenderup Fyn;1;2;9;546411
Parcel-/rækkehus;5466 Asperup;5;1;1;546611
Parcel-/rækkehus;5471 Søndersø;11;9;6;547111
Parcel-/rækkehus;5474 Veflinge;1;0;2;547411
Parcel-/rækkehus;5485 Skamby;1;4;2;548511
Parcel-/rækkehus;5491 Blommenslyst;3;6;1;549111
Parcel-/rækkehus;5492 Vissenbjerg;8;12;9;549211
Parcel-/rækkehus;5500 Middelfart;45;47;34;550011
Parcel-/rækkehus;5540 Ullerslev;13;8;12;554011
Parcel-/rækkehus;5550 Langeskov;10;15;11;555011
Parcel-/rækkehus;5560 Aarup;9;5;8;556011
Parcel-/rækkehus;5580 Nørre Aaby;1;8;3;558011
Parcel-/rækkehus;5591 Gelsted;3;5;4;559111
Parcel-/rækkehus;5592 Ejby;2;5;2;559211
Parcel-/rækkehus;5600 Faaborg;25;28;21;560011
Parcel-/rækkehus;5610 Assens;21;21;16;561011
Parcel-/rækkehus;5620 Glamsbjerg;12;16;6;562011
Parcel-/rækkehus;5631 Ebberup;4;2;4;563111
Parcel-/rækkehus;5642 Millinge;1;1;4;564211
Parcel-/rækkehus;5672 Broby;13;7;9;567211
Parcel-/rækkehus;5683 Haarby;11;8;7;568311
Parcel-/rækkehus;5690 Tommerup;9;11;12;569011
Parcel-/rækkehus;5700 Svendborg;68;59;51;570011
Parcel-/rækkehus;5750 Ringe;17;21;21;575011
Parcel-/rækkehus;5762 Vester Skerninge;9;9;8;576211
Parcel-/rækkehus;5771 Stenstrup;5;3;8;577111
Parcel-/rækkehus;5772 Kværndrup;4;2;4;577211
Parcel-/rækkehus;5792 Årslev;15;15;7;579211
Parcel-/rækkehus;5800 Nyborg;37;28;24;580011
Parcel-/rækkehus;5853 Ørbæk;10;9;12;585311
Parcel-/rækkehus;5854 Gislev;4;2;3;585411
Parcel-/rækkehus;5856 Ryslinge;4;6;0;585611
Parcel-/rækkehus;5863 Ferritslev Fyn;4;3;2;586311
Parcel-/rækkehus;5871 Frørup;1;7;2;587111
Parcel-/rækkehus;5874 Hesselager;2;6;3;587411
Parcel-/rækkehus;5881 Skårup Fyn;5;6;4;588111
Parcel-/rækkehus;5882 Vejstrup;1;1;1;588211
Parcel-/rækkehus;5883 Oure;2;0;2;588311
Parcel-/rækkehus;5884 Gudme;4;1;0;588411
Parcel-/rækkehus;5892 Gudbjerg Sydfyn;2;1;1;589211
Parcel-/rækkehus;5900 Rudkøbing;20;15;9;590011
Parcel-/rækkehus;5932 Humble;11;7;3;593211
Parcel-/rækkehus;5935 Bagenkop;3;3;1;593511
Parcel-/rækkehus;5953 Tranekær;8;12;3;595311
Parcel-/rækkehus;5960 Marstal;9;11;11;596011
Parcel-/rækkehus;5970 Ærøskøbing;9;6;3;597011
Parcel-/rækkehus;5985 Søby Ærø;4;2;2;598511
Parcel-/rækkehus;6000 Kolding;107;108;78;600011
Parcel-/rækkehus;6040 Egtved;14;14;13;604011
Parcel-/rækkehus;6051 Almind;8;0;4;605111
Parcel-/rækkehus;6052 Viuf;4;2;1;605211
Parcel-/rækkehus;6064 Jordrup;4;3;1;606411
Parcel-/rækkehus;6070 Christiansfeld;11;12;13;607011
Parcel-/rækkehus;6091 Bjert;5;4;2;609111
Parcel-/rækkehus;6092 Sønder Stenderup;2;2;1;609211
Parcel-/rækkehus;6093 Sjølund;1;1;2;609311
Parcel-/rækkehus;6094 Hejls;4;3;3;609411
Parcel-/rækkehus;6100 Haderslev;47;42;28;610011
Parcel-/rækkehus;6200 Aabenraa;38;57;31;620011
Parcel-/rækkehus;6230 Rødekro;19;30;8;623011
Parcel-/rækkehus;6240 Løgumkloster;11;5;11;624011
Parcel-/rækkehus;6261 Bredebro;6;7;8;626111
Parcel-/rækkehus;6270 Tønder;15;19;11;627011
Parcel-/rækkehus;6280 Højer;8;1;2;628011
Parcel-/rækkehus;6300 Gråsten;12;11;10;630011
Parcel-/rækkehus;6310 Broager;9;9;6;631011
Parcel-/rækkehus;6320 Egernsund;4;3;3;632011
Parcel-/rækkehus;6330 Padborg;7;5;9;633011
Parcel-/rækkehus;6340 Kruså;8;9;7;634011
Parcel-/rækkehus;6360 Tinglev;2;11;8;636011
Parcel-/rækkehus;6372 Bylderup-Bov;7;7;3;637211
Parcel-/rækkehus;6392 Bolderslev;3;1;0;639211
Parcel-/rækkehus;6400 Sønderborg;38;49;25;640011
Parcel-/rækkehus;6430 Nordborg;20;23;13;643011
Parcel-/rækkehus;6440 Augustenborg;10;14;9;644011
Parcel-/rækkehus;6470 Sydals;13;9;9;647011
Parcel-/rækkehus;6500 Vojens;15;24;19;650011
Parcel-/rækkehus;6510 Gram;7;12;6;651011
Parcel-/rækkehus;6520 Toftlund;4;4;9;652011
Parcel-/rækkehus;6534 Agerskov;0;2;3;653411
Parcel-/rækkehus;6535 Branderup J;0;1;0;653511
Parcel-/rækkehus;6541 Bevtoft;2;2;1;654111
Parcel-/rækkehus;6560 Sommersted;5;4;4;656011
Parcel-/rækkehus;6580 Vamdrup;12;12;8;658011
Parcel-/rækkehus;6600 Vejen;24;23;23;660011
Parcel-/rækkehus;6621 Gesten;1;4;3;662111
Parcel-/rækkehus;6622 Bække;3;2;1;662211
Parcel-/rækkehus;6623 Vorbasse;4;2;3;662311
Parcel-/rækkehus;6630 Rødding;20;14;16;663011
Parcel-/rækkehus;6640 Lunderskov;12;9;3;664011
Parcel-/rækkehus;6650 Brørup;9;9;18;665011
Parcel-/rækkehus;6660 Lintrup;1;1;1;666011
Parcel-/rækkehus;6670 Holsted;4;9;3;667011
Parcel-/rækkehus;6682 Hovborg;0;0;0;668211
Parcel-/rækkehus;6683 Føvling;0;1;0;668311
Parcel-/rækkehus;6690 Gørding;3;6;3;669011
Parcel-/rækkehus;6700 Esbjerg;28;41;21;670011
Parcel-/rækkehus;6705 Esbjerg Ø;24;20;13;670511
Parcel-/rækkehus;6710 Esbjerg V;41;51;39;671011
Parcel-/rækkehus;6715 Esbjerg N;14;27;17;671511
Parcel-/rækkehus;6720 Fanø;8;4;10;672011
Parcel-/rækkehus;6731 Tjæreborg;8;7;5;673111
Parcel-/rækkehus;6740 Bramming;36;22;20;674011
Parcel-/rækkehus;6752 Glejbjerg;0;2;1;675211
Parcel-/rækkehus;6753 Agerbæk;3;1;1;675311
Parcel-/rækkehus;6760 Ribe;25;27;28;676011
Parcel-/rækkehus;6771 Gredstedbro;2;8;2;677111
Parcel-/rækkehus;6780 Skærbæk;11;9;7;678011
Parcel-/rækkehus;6792 Rømø;1;2;1;679211
Parcel-/rækkehus;6800 Varde;30;47;42;680011
Parcel-/rækkehus;6818 Årre;2;6;7;681811
Parcel-/rækkehus;6823 Ansager;4;8;2;682311
Parcel-/rækkehus;6830 Nørre Nebel;3;6;1;683011
Parcel-/rækkehus;6840 Oksbøl;11;4;3;684011
Parcel-/rækkehus;6851 Janderup Vestj;2;6;3;685111
Parcel-/rækkehus;6852 Billum;2;0;1;685211
Parcel-/rækkehus;6853 Vejers Strand;0;0;0;685311
Parcel-/rækkehus;6854 Henne;1;0;1;685411
Parcel-/rækkehus;6855 Outrup;5;2;4;685511
Parcel-/rækkehus;6857 Blåvand;2;2;2;685711
Parcel-/rækkehus;6862 Tistrup;3;4;4;686211
Parcel-/rækkehus;6870 Ølgod;7;8;7;687011
Parcel-/rækkehus;6880 Tarm;13;14;10;688011
Parcel-/rækkehus;6893 Hemmet;1;8;2;689311
Parcel-/rækkehus;6900 Skjern;31;22;17;690011
Parcel-/rækkehus;6920 Videbæk;19;16;8;692011
Parcel-/rækkehus;6933 Kibæk;3;9;6;693311
Parcel-/rækkehus;6940 Lem St;2;2;2;694011
Parcel-/rækkehus;6950 Ringkøbing;9;23;9;695011
Parcel-/rækkehus;6960 Hvide Sande;9;7;7;696011
Parcel-/rækkehus;6971 Spjald;3;4;3;697111
Parcel-/rækkehus;6973 Ørnhøj;0;1;3;697311
Parcel-/rækkehus;6980 Tim;3;7;3;698011
Parcel-/rækkehus;6990 Ulfborg;13;10;6;699011
Parcel-/rækkehus;7000 Fredericia;67;76;62;700011
Parcel-/rækkehus;7080 Børkop;22;22;15;708011
Parcel-/rækkehus;7100 Vejle;80;75;62;710011
Parcel-/rækkehus;7120 Vejle Øst;29;21;10;712011
Parcel-/rækkehus;7130 Juelsminde;21;12;6;713011
Parcel-/rækkehus;7140 Stouby;6;4;2;714011
Parcel-/rækkehus;7150 Barrit;6;6;2;715011
Parcel-/rækkehus;7160 Tørring;11;11;9;716011
Parcel-/rækkehus;7171 Uldum;3;3;1;717111
Parcel-/rækkehus;7173 Vonge;1;4;1;717311
Parcel-/rækkehus;7182 Bredsten;8;5;2;718211
Parcel-/rækkehus;7183 Randbøl;1;3;4;718311
Parcel-/rækkehus;7184 Vandel;7;3;1;718411
Parcel-/rækkehus;7190 Billund;9;14;10;719011
Parcel-/rækkehus;7200 Grindsted;25;25;24;720011
Parcel-/rækkehus;7250 Hejnsvig;5;3;2;725011
Parcel-/rækkehus;7260 Sønder Omme;7;2;3;726011
Parcel-/rækkehus;7270 Stakroge;1;1;0;727011
Parcel-/rækkehus;7280 Sønder Felding;1;2;0;728011
Parcel-/rækkehus;7300 Jelling;16;8;16;730011
Parcel-/rækkehus;7321 Gadbjerg;6;4;1;732111
Parcel-/rækkehus;7323 Give;17;27;16;732311
Parcel-/rækkehus;7330 Brande;17;20;14;733011
Parcel-/rækkehus;7361 Ejstrupholm;5;6;2;736111
Parcel-/rækkehus;7362 Hampen;2;2;0;736211
Parcel-/rækkehus;7400 Herning;84;81;65;740011
Parcel-/rækkehus;7430 Ikast;8;25;22;743011
Parcel-/rækkehus;7441 Bording;2;9;3;744111
Parcel-/rækkehus;7442 Engesvang;3;4;6;744211
Parcel-/rækkehus;7451 Sunds;7;5;4;745111
Parcel-/rækkehus;7470 Karup J;9;11;8;747011
Parcel-/rækkehus;7480 Vildbjerg;13;13;9;748011
Parcel-/rækkehus;7490 Aulum;7;9;7;749011
Parcel-/rækkehus;7500 Holstebro;63;78;64;750011
Parcel-/rækkehus;7540 Haderup;4;2;1;754011
Parcel-/rækkehus;7550 Sørvad;6;4;1;755011
Parcel-/rækkehus;7560 Hjerm;4;0;0;756011
Parcel-/rækkehus;7570 Vemb;6;7;6;757011
Parcel-/rækkehus;7600 Struer;27;26;22;760011
Parcel-/rækkehus;7620 Lemvig;23;22;28;762011
Parcel-/rækkehus;7650 Bøvlingbjerg;0;2;1;765011
Parcel-/rækkehus;7660 Bækmarksbro;1;1;1;766011
Parcel-/rækkehus;7673 Harboøre;3;3;8;767311
Parcel-/rækkehus;7680 Thyborøn;9;10;2;768011
Parcel-/rækkehus;7700 Thisted;53;48;47;770011
Parcel-/rækkehus;7730 Hanstholm;6;7;6;773011
Parcel-/rækkehus;7741 Frøstrup;0;0;4;774111
Parcel-/rækkehus;7742 Vesløs;3;2;1;774211
Parcel-/rækkehus;7752 Snedsted;4;9;9;775211
Parcel-/rækkehus;7755 Bedsted Thy;8;3;7;775511
Parcel-/rækkehus;7760 Hurup Thy;13;11;8;776011
Parcel-/rækkehus;7770 Vestervig;6;4;3;777011
Parcel-/rækkehus;7790 Thyholm;4;4;4;779011
Parcel-/rækkehus;7800 Skive;28;30;32;780011
Parcel-/rækkehus;7830 Vinderup;12;14;9;783011
Parcel-/rækkehus;7840 Højslev;7;8;5;784011
Parcel-/rækkehus;7850 Stoholm Jyll;3;7;10;785011
Parcel-/rækkehus;7860 Spøttrup;9;12;3;786011
Parcel-/rækkehus;7870 Roslev;9;24;20;787011
Parcel-/rækkehus;7884 Fur;3;3;2;788411
Parcel-/rækkehus;7900 Nykøbing M;29;17;22;790011
Parcel-/rækkehus;7950 Erslev;5;9;1;795011
Parcel-/rækkehus;7960 Karby;2;1;3;796011
Parcel-/rækkehus;7970 Redsted M;2;1;0;797011
Parcel-/rækkehus;7980 Vils;2;1;1;798011
Parcel-/rækkehus;7990 Øster Assels;2;2;2;799011
Parcel-/rækkehus;8000 Århus C;7;7;8;800011
Parcel-/rækkehus;8200 Århus N;17;16;17;820011
Parcel-/rækkehus;8210 Århus V;28;20;22;821011
Parcel-/rækkehus;8220 Brabrand;23;30;17;822011
Parcel-/rækkehus;8230 Åbyhøj;11;24;10;823011
Parcel-/rækkehus;8240 Risskov;40;39;21;824011
Parcel-/rækkehus;8250 Egå;14;31;11;825011
Parcel-/rækkehus;8260 Viby J;31;41;19;826011
Parcel-/rækkehus;8270 Højbjerg;36;38;26;827011
Parcel-/rækkehus;8300 Odder;40;30;25;830011
Parcel-/rækkehus;8305 Samsø;9;10;11;830511
Parcel-/rækkehus;8310 Tranbjerg J;26;21;20;831011
Parcel-/rækkehus;8320 Mårslet;9;7;9;832011
Parcel-/rækkehus;8330 Beder;12;5;6;833011
Parcel-/rækkehus;8340 Malling;7;6;1;834011
Parcel-/rækkehus;8350 Hundslund;3;6;0;835011
Parcel-/rækkehus;8355 Solbjerg;7;10;8;835511
Parcel-/rækkehus;8361 Hasselager;12;17;8;836111
Parcel-/rækkehus;8362 Hørning;17;19;12;836211
Parcel-/rækkehus;8370 Hadsten;15;22;22;837011
Parcel-/rækkehus;8380 Trige;5;8;0;838011
Parcel-/rækkehus;8381 Tilst;10;14;23;838111
Parcel-/rækkehus;8382 Hinnerup;20;20;17;838211
Parcel-/rækkehus;8400 Ebeltoft;13;15;14;840011
Parcel-/rækkehus;8410 Rønde;20;21;7;841011
Parcel-/rækkehus;8420 Knebel;0;7;2;842011
Parcel-/rækkehus;8444 Balle;2;3;2;844411
Parcel-/rækkehus;8450 Hammel;22;17;16;845011
Parcel-/rækkehus;8462 Harlev J;3;6;9;846211
Parcel-/rækkehus;8464 Galten;27;25;17;846411
Parcel-/rækkehus;8471 Sabro;6;7;8;847111
Parcel-/rækkehus;8472 Sporup;2;2;7;847211
Parcel-/rækkehus;8500 Grenaa;33;39;29;850011
Parcel-/rækkehus;8520 Lystrup;22;34;10;852011
Parcel-/rækkehus;8530 Hjortshøj;6;14;7;853011
Parcel-/rækkehus;8541 Skødstrup;19;15;13;854111
